Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
Murim RPG Simulation,"Hyung Geun Cho, Kwang Hwi",action,9.59,2476474.0,384090.0,32815800.0,"A scout in the infamous Demon Cult, Seolhwi is on a routine patrol when his squad unexpectedly encounters a fearsome master of the Mount Hua Sect, the sworn enemies of the Demon Cult. Without warning, the Mount Hua Cult master slaughters the entire squad. As Seolhwi lies dying, lamenting years of service to the cult with nothing to show for it, he is suddenly faced with a video game prompt, asking if he would like to start again. Given the opportunity to start over and make different choices, Seolhwi vows to survive and become stronger so he can rise to the top of the Demon Cult."
Murrz,Murrz,"slice of life, slice_of_life",9.66,22346598.0,781532.0,236488376.0,"Come along with Murrz and her ridiculous life full of jokes, cats, school, and learning to navigate the 21st century."
Muse on Fame,SOOJIN,drama,9.81,4626035.0,814945.0,49676851.0,"“I’m an unknown actress who cleans houses as a side gig. Ironically, my name means fame.” Struggling actress Myeong stumbles upon a photo exhibition filled with photos of her younger self, when she was filled with hope. Can she become a star as this mysterious photographer’s muse?"
Muted,Miranda Mundt,supernatural,9.72,8128824.0,797234.0,65824077.0,"On the full moon of her 21st year, the young witch, Camille Severin, is expected to perform the traditional ritual to summon forth a winged demon for her families success and prosperity. But when the ritual goes wrong, it reveals the terrifying truths about herself and the secrets that threaten to tear her family apart."
My Aggravating Sovereign,"Gesui Douman, Kanata, Okuda Task",romance,8.81,287065.0,184502.0,3926837.0,"Aria’s world is thrown into chaos when Crown Prince Julius, the brilliant but insufferable royal she’s sworn to protect as Captain of his Guard, announces her as his future bride. Stunned, Aria confronts him, and Julius offers a way out: if she can defeat him in any competition before the wedding in six months, he’ll cancel the engagement. But with Julius’ unmatched skills, winning won’t be easy. Can Aria outsmart the talented prince and reclaim her life?
"
My Avatars’ Path to Greatness,"HANSA, LICO, TestSample",fantasy,9.57,199089.0,92919.0,2207681.0,"Seonghyeon Han is a victim of a violent crime that left him with impaired legs and a fear of the outside world. Now, he faces an even greater challenge: while he gained the power to create clones, he has just 24 hours before being sent to another dimension. As the countdown ticks down, Seonghyeon makes a desperate move -- he sends his clone through the interdimensional portal, and discovers his real body can remain safe at home. Thus begins the epic tale of Seonghyeon's... clones."
My Beloved Emperor,Chi Coi,romance,9.35,30119.0,14424.0,234025.0,"In a distant empire, the young Emperor is consumed by his duties, yet the people whisper that he’s overdue for marriage. When Tran, a spirited working-class woman, unexpectedly saves the Emperor—disguised and in danger—their unlikely friendship ignites into a daring romance. As they face formidable enemies determined to thwart the Emperor’s reign, together they craft a legacy that redefines the future of the empire."
My Beloved Oppressor,"Cersei, LICO",drama,7.70,851099.0,344239.0,14056452.0,"When the hand that used to so lovingly hold Annette Rozenberg ends up being the one that causes the downfall of her family, Annette demands that Heiner Waldemar give her a divorce. But Heiner refuses, stating that he must see her miserable by his side, no matter what. At odds, the two continue a precarious relationship, only to be met with wounds of the past that bring them tragically together. ""This series contains themes regarding abuse and self-harm that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."""
My Best Friend is an Eldritch Horror,"AETHON, Actus, Blacklapiz Studio, Laurel Pursuit, Sauerkraut, Soranokami, Tevagah",fantasy,8.96,402407.0,158739.0,3954598.0,"Good things come to those who wait. Damien Vale didn't, and now he's bound to an Eldritch creature from beyond the farthest reaches of the universe. It's unfathomable, utterly evil, and likes to be called Henry. To Damien, none of that mattered. He was going to learn magic, and he'd be damned if he let something as small as this set him back. "
My Blood-Curdling Campus Life,NIMNI,drama,9.34,169572.0,78815.0,1715444.0,"A cute guy with an angelic face? Check. A cold and aloof outsider with a cat? Check. A class full of vampires? Check... Wait, what? All her life, Seonha Shin has lived in the shadow of her sister, Seonghye, who is one year older than her. Luckily, there is one thing Seonha does better than her sister -- donating blood! When Seonha gets special admission into a prestigious university as a blood donor, she finally starts to feel like the main character of her life. Little did she know she'd be surrounded by vampires!"
My Boo,Jeongseo,supernatural,9.75,3190896.0,949728.0,49812364.0,When you have an invisible roommate.
My Child Will Have a Different Father,"Paganjang, TAPAHA, Team Chung-Yeon",fantasy,8.50,979872.0,461878.0,13013422.0,"“Fate, save my unborn child…!” These are the last words of Princess Hinael as she plummets to her death at the hands of Count Chetaire, her unfaithful husband. Little does Hinael know that destiny will grant her a second chance, as she awakens two years in the past, shortly before her marriage. With her knowledge of what’s to come, Hinael attempts to rewrite the stars for herself and her future child. And what better way to achieve her ambitions than to court her kingdom’s former enemy, the dark and stern Prince Lutz of the Empire of Triekas?"
My Clueless Love Diary,"Solar, Yonghyun",romance,9.45,127007.0,144670.0,1489505.0,"“I’m gonna live a normal life!”
 Cho-eun, the heir to the powerful underground clan, Hongsal, has entered university.
 Her only wish? To make lots of friends and enjoy a peaceful, ordinary college life. But who are these four mysterious guys constantly hanging around her?
 'Are you my enemy? My ally? Or... do you like me?'
 Thrown into a whirlwind of emotions at twenty, can Cho-eun finally achieve the campus life she’s always dreamed of?

"
My Comeback as the Youngest Member,"Kang seoul, mattgom",drama,9.68,425453.0,116864.0,3522051.0,"After being disqualified from the famous boy group survival reality show Stardust Project, Seohan finds himself stuck in a mundane life of part-time work, unable to achieve his dreams of debuting. But then, an unexpected twist of fate catapults him eight years back in time, just before the inception of the show. Now equipped with years of experience, Seohan is determined to rewrite his story and fulfill his dreams with this second chance. With the many challenges and dark sides of the music industry, will he finally succeed in debuting as a member of a boy band this time?"
My Crush Got Possessed by the Duke,"Dadam, Juksoon",fantasy,9.19,236444.0,118074.0,2387546.0,"So-a knows that having a crush on a childhood friend can be complicated, but it’s even harder when he gets possessed by… the duke?! When So-a’s friend Yuseong is suddenly possessed by Duke Hereis De Licariel, they must figure out a way to get Hereis back home -- which is easier said than done when Hereis sounds like he came straight out of a fantasy novel! Can So-a get her childhood friend back while having to juggle academics, sports, and a duke who also happens to be a swordmaster?
"
My Daddy is a Villain!,mono_krm,comedy,9.61,269021.0,61315.0,2113248.0,"The daily life of villainous and feared Lord Anathema and his daughter, Desdemona, as they temporarily reside in the realm of Earth."
My Daughter is a Zombie,Yun-chang Lee,comedy,9.67,2403252.0,362547.0,23135233.0,"One year after an unprecedented zombie attack that killed hundreds of thousands, South Korea has finally been declared zombie-free. But Jeonghwan holds a secret: his daughter is the last zombie left on earth. When her cravings are satisfied and her violent tendencies die down, it almost seems like there's hope for her to have a normal life. But how long can he keep Su-ah a secret from everyone else?"
My Dear Cold-Blooded King,lifelight,romance,9.72,16170053.0,2000000.0,299764746.0,"Born a humble peasant, Kihara Mei has lived simply day by day as a merchant in the capitol, and never assumed things would change. But, one fateful day would change the course of her life, when faced with a deadly challenge against dangerous royal assassins. Now, with the eyes of the dreaded Blood King upon her, her life of simplicity would now become a tangled web of secrecy, deceit, and desire."
My Deepest Secret,Hanza Art,thriller,9.65,15938553.0,2618737.0,197942868.0,"Having a handsome, kind and caring boyfriend like Elios means the world to Emma. Even a look at him makes her heart flutters. But little does she know about a secret lies deep in their relationship. What is the said secret?"
My Dictator Boyfriend,"Guy, Teo",comedy,9.01,5532192.0,277204.0,48737415.0,Manny just took the reins of a nation. But who will take the reins of his heart?
My Dud to Stud Boyfriend,"SUTGGI, YERANG",drama,8.40,1794665.0,225750.0,16530624.0,"You just wait. I’ll find a boyfriend who’s WAY better than you!
After being dumped by her hot ex-boyfriend of two years, Sia is on a mission to find the ultimate boyfriend to join her on her NewTube Channel. To her dismay, however, Minho, an overweight, nerdy otaku who gets bullied at school, asks her out. Should she accept him as her boyfriend? Can she succeed in transforming this dud into a superstud?"
My Exes Fell for Me,"HADA, hee_ddok",romance,7.83,212750.0,110497.0,3031476.0,"How awkward would it be to reunite with not one but two of your ex-boyfriends, and at the workplace nonetheless? When Nabom Han comes face-to-face with her unforgettable first love, Chajun, and her ex-boyfriend she hoped she’d never see again, Tae-o, she must learn to navigate the relationships from her past while ensuring the success of her father’s struggling manufacturing business. They say you should never mix business with pleasure, but will Nabom be able to resist the temptation?"
My Far Too Tumultuous Marriage,"Easy-E, FORCE STUDIO, NOH SEUNG-A",romance,9.34,1315362.0,335959.0,13478876.0,"Finding love is the last thing on Soran’s mind. She’s busy trying to juggle a legal career and figuring out a way to pay off the debt she owes her stalker ex-boyfriend. All she wants is to move on and find peace, so when an unexpected opportunity presents itself, she seizes it. A fake marriage to Kangho Baek, a mysterious but successful businessman, sounds like the perfect solution to her problems. But what she doesn’t anticipate is falling in love with him. What happens when a marriage of convenience turns into something more?
"
My Gently Raised Beast,"Early Flower, Kim JunJun, Teava, Yeoseulki",romance,9.79,12042180.0,1721157.0,124646114.0,"Blondina is living a real-life Cinderella story. After growing up poor and enduring a difficult childhood, she discovers that she is a princess of the Ates empire. However, her estranged father and half-siblings give her the cold shoulder when she moves into the palace, and Blondina must keep a low profile. That all changes when she befriends Amon, a cat-like creature with mysterious intentions. For years, creatures like Amon and humans have struggled to live in harmony. Can Blondina and Amon's friendship bring peace, or will it deepen the rift between their people?"
My Giant Nerd Boyfriend,fishball,"slice of life, slice_of_life",9.73,75175680.0,2365767.0,829066014.0,"Having a boyfriend who's a full foot taller than you might seem adorable at first, but it usually just ends up causing a whole bunch of minor inconveniences. Follow Fishball as she navigates the Malaysian life with her 6'5"" geeky boyfriend."
My Girlfriend,Park_ci,thriller,9.41,253326.0,127592.0,3270754.0,"One day, Jio is horrified to witness his girlfriend, Miho, devouring human flesh. How could this be happening? He's struggling to understand the events that transpired when Miho killed his close buddy. Jio flees in panic, only to run into his friend—whom he was sure was dead—still alive. Jio grapples with doubt, struggling to maintain his grip on sanity. Is Miho really the monster, or is everything just a horrible nightmare?"
My Girlfriend is the Man!,massstar,romance,7.36,88363.0,48092.0,888659.0,"Yunjae Park thought his relationship with his girlfriend, Ji-eun, was perfect--until one shocking morning changed everything. Ji-eun has mysteriously transformed into a man overnight! Can the two adjust to this sudden and earth-shattering change? And will Ji-eun ever turn back to who she once was?!
"
My Guardian Demon,"Han SeRam, Su Ja",romance,6.26,168580.0,99653.0,2876693.0,"Sowon Han is awoken one night by a kiss-- but waiting for her is no fairytale prince! Her visitor is a mysterious demon who quickly vanishes after Sowon wakes. Was it all just a dream? When Sowon goes to school the next day, she is shocked to meet her newest classmate: Hyeon Yu, the demon who kissed her and declared himself her guardian! Hyeon is determined to rekindle their millennium-old forbidden love, but Sowon has no idea what he’s talking about. Will she ever remember Hyeon and their romance? Or is Hyeon destined to remain true to his demon roots and walk a darker path? "
My Husband Changes Every Night,"Han Yoon seol, Yeoseulki, koo seul",fantasy,9.19,2577249.0,682696.0,28214658.0,"Following the death of the World Tree, all that stands between the apocalypse and salvation is the Divine Maiden, prophesied to restore peace and prosperity. But never mind all that. Princess Teriella Rufeon has more pressing issues at hand: her family keeps trying to kill her, she’s got a secret healing power to keep under wraps, and she’s just found out she’s being sent off to marry the infamous tyrant Emperor Rivanfel von Leonharta! But there’s more to Rivanfel than meets the eye, and Teriella discovers she isn’t the only one with a grave secret to hide…"
My ID is Gangnam Beauty!,Maenggi Ki,drama,9.43,1584028.0,360619.0,15010051.0,"A new school, new friends, new romance, and a new face?! After going through major plastic surgery, freshman Mirae is ready for a fresh start. At her university, she becomes recognized as a pretty yet somewhat unnatural “Gangnam beauty.” However, all Mirae wants is to have a normal campus life without being judged by her looks. Will she be able to adjust well to the new environment and find the courage to live the life of her dreams?"
My In-Laws are Obsessed with Me ,"Han Yoon seol, seungu",fantasy,9.81,14550027.0,1800095.0,180360106.0,"Pereshati Jahardt is a count's daughter who got remarried after her mother’s passing. When her father died, he left her all his fortune. Then, Pereshati's greedy stepmother and stepsister conspire with Pereshati's lover to kill her. However, under mysterious circumstances, Pereshati is brought back to life and travels back in time before her murder. To buy some time before getting her revenge, Pereshati visits the handsome yet notorious grand duke, Therdeo Lapileon, to marry him. During her visit, she uncovers a horrifying secret of his family. How will Pereshati deal with it? Will she be able to take her revenge?"
My Irresistible Ex,"KYU, Ki moong, YeoBack",romance,7.94,1019811.0,320132.0,12191743.0,"As Korea’s hottest celebrity, Eunseol seems to have it all! But there’s one minor setback in her seemingly perfect life: her charismatic ex-husband Yunjae is back in town. After their divorce, she vowed to bury her past and focus on her career. That’s easier said than done when you have your ex constantly trying to win you back. Just what is his deal? Will Eunseol be able to resist Yunjae’s seduction? "
My Killer Boyfriend,GhostfaceNikol,romance,6.13,103252.0,67425.0,1326688.0,"It's the Killer's job to trick his targets into falling in love with him, which hasn't been an issue in the past. That is until he ends up falling in love with his next target, who just so happens to be an infamous celebrity and someone from his past. 

Can a serial killer date his celebrity target? Or is that too taboo? "
My Kitty and Old Dog,cho,"slice of life, slice_of_life",9.66,997110.0,117060.0,16798923.0,"Nang-Nak, an old poodle with blurred vision, and Soondae, an adorable kitten, love their owners and are loyal to them. Here are episodes of a mature dog and an energetic young kitten who will always wait for their owners to give them love and affection."
My Life as a Loser,"SW Jeon, Taejun Pak, kkanaria",drama,9.80,929437.0,251383.0,9308023.0,My life was ruined after you bullied me in high school. So why do you get to be happy and successful? I'll give you a taste of your own medicine! Now you'll see what it felt like to be me... And you better be ready to pay the price if you want to return to your own body.
My Life as a Loser 2,"PTJ COMICS, Peanut, SW Jeon",drama,9.41,129732.0,41896.0,1068789.0,"This isn’t the life I wanted!!! After reliving high school as Jinu, the boy he once bullied, Ancheol is now a new person. But his new life takes an unexpected turn. Once again, he is sent back in time to live as Jinu. But this time, Jinu is also back... as Ancheol!"
My Little Bookstore,MINKI,romance,9.62,705147.0,169094.0,5295271.0,"Do you have a dream you’ve given up on? 
Was it because you hit a wall? Was it because you’ve come to terms with reality? Or have you never given up?
Fresh out of university, Jua starts freelancing for a tv show as a newbie writer. After her first tv show gets canned, she finds a strange bookstore and is reminded of her dream as a writer. Will she resume pursuing her dream? Or is her dream too far-fetched…
"
My Little Sister is the Demon Lord!,moodio,comedy,9.43,632857.0,172029.0,6076408.0,"After their parents' sudden passing, Gyeonwoo finds himself in the role of caregiver to his younger sister, who harbors a startling secret—she's the Demon Lord with plans for world domination! Undeterred, Gyeonwoo is committed to nurturing his sister with love and guidance. Join them in this unique tale as they navigate everyday life amid their extraordinary circumstances."
My Lord was Already Into Me When I Noticed,"Gyosi, Yearend",romance,9.07,616563.0,204675.0,7251647.0,"Ten-year-old Celine Mars dreams of becoming a great knight escort just like her father. She’s set to serve under Damien Willow, the heir of a powerful Duke. There’s only one problem—he’s a total weakling, or so she thinks. Celine vows to train the poor, defenseless Damien to stand up for himself, completely unaware of his real strength. Meanwhile, Damien instantly takes a liking to Celine, finding her cluelessness and pure intentions both amusing and endearing. When will Celine finally realize she’s got the wrong idea about Damien?"
My Lovely Bodyguard,"Daisy, Nata",romance,6.56,153201.0,75720.0,1883885.0,"During her flight back to Seoul, Sarah, a French-Korean teenage girl, saves K-Pop star Jaemin from a violent attack by an overzealous fan. At that moment, she couldn’t have imagined that her intervention would uncover deep family secrets…"
My Lucky Strike,bakSSdam,romance,9.74,1964827.0,563977.0,22917711.0,"Siru is devastated when her crush, the dreamy Gibaek Seol, effectively friendzones her. She goes out that night to drown her sorrows, but after one too many drinks, ends up accidentally kissing someone. The next day, two people in her class show up with a swollen lip. One is Gibaek, and the other is Cheong, a tall and quiet guy who’s always been a bit of an enigma to her. In just one day, Siru’s non-existent dating life takes a sharp turn and she suddenly finds herself with two love prospects. Will she finally be able to get her happy ending with Gibaek? Or start something new with the mysterious Cheong?"
My Miniature Life Manual,Ellen Shim,comedy,9.54,205662.0,43065.0,1361391.0,"Eunseo and Myeongjin are two childhood friends who grew apart as they got older, but things take an unexpected turn when Eunseo gets a packet of jelly beans from a mysterious old lady. The next morning, Eunseo becomes the size of a little bean himself! However, the only person Eunseo can ask for help is Myeongjin. Life is suddenly so different for Eunseo; Will they be able to find out why he shrunk, and bring Eunseo back to his normal size? And what will this do to their friendship?  "
My Name is Benny,Sokomin,"slice of life, slice_of_life",9.73,4838527.0,270794.0,39713786.0,Follow along with the adventures of weirdo Benny and her friends!
My Naughty Deity,Seo-Ah,romance,8.93,1106779.0,436769.0,18584164.0,"“The higher you climb, the harder you fall. So let’s just stay level.” Haetsal’s life motto has worked so far, so good... that is, until she discovers that the ancient god of lust and pleasure has moved in as her next-door neighbor. Although she has vowed to live a life of peace, free from all the risks and dangers of the modern world, she just might take her chances with this one."
My Office Rebound Marriage,"Lee Dalli, MIMIK",romance,8.16,409845.0,158355.0,5422468.0,"Once the poster couple for office romance, Dawon and Taehyeon seemed unstoppable on their march to the altar. But when Taehyeon cheats on his fiancé with another coworker at K&C, Yujeong, their fairytale begins to unravel. Just when Dawon thinks all is lost, hope emerges from the most unexpected place, the office (again), and with the most unexpected person--her boss, Junhu, known as K&C’s most eligible bachelor and the quintessential dreamboat! Could this twist of fate turn Dawon’s heartbreak into a fresh start?"
My Reason to Die,YUJU,romance,9.72,3911983.0,971438.0,58586765.0,"Ji-o’s luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He’s the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he’s someone who’s involved with the wrong crowd. Is falling for Gyeol worth the risk?"
My S-Class Hunters,"biwan, geunseo, seri",action,9.73,5809642.0,698389.0,63011898.0,"Yoojin is an F-ranker overshadowed by his little brother, an S-ranker. All he does is get in his brother’s way, causing trouble wherever he goes. When a seemingly routine dungeon raid goes wrong and costs Yoojin his brother’s life, Yoojin decides to use the wish granted by clearing the dungeon to reset his timeline. The plan was to lead a quiet life from now on… but now it turns out he can help other people become S-rankers?! Maybe this is Yoojin’s chance at building his own entourage of powerful metahumans… but it may be easier said than done."
My Sister’s Private Life,"Jojuhee, Nureom",mystery,9.17,664900.0,220597.0,6670931.0,"A woman wakes up in a hospital with no memory of who she is. She doesn’t even recognize herself in the mirror. She hit her head while falling down the stairs and suffers from temporary amnesia. As she gets to know herself, she is disappointed to find out that her handsome husband doesn’t even want to touch her and her career as an influencer is falling apart because she is suspected of murder. But it turns out she is living the life of her twin, Haemi."
My Status Window Went on Strike,"Hyeon Su, SON, unzazang",action,7.56,89390.0,75477.0,1103963.0,"Monsters pour out of gates, wreaking havoc on the world, but Taejun couldn’t care less. After seven years of failure and bullying in his hunter’s guild, he’s fired—until his dormant S-Tier power suddenly activates. Now, with newfound strength, Taejun hunts monsters, exacts brutal revenge, and rises to fame. But as his power grows, so does the danger, and shadowy forces begin targeting him. Can Taejun stay one step ahead and crush those who want him dead?
"
My Stepdaughter is a Bunny,"Karin Park, Sisse",fantasy,8.68,405345.0,138200.0,3865116.0,"Gloria wakes to find that she has become the infamous evil stepmother of a cute little werebunny?! She has mysteriously entered a fantastical world of knights and werebeasts, but not as its main character. Now, she must prove that she is not the terrible person everyone thinks she is. It won’t be easy, but she has help. The World Tree’s butterfly guardians will aid her in winning the trust of her new husband and stepdaughter."
My Super Eldritch High School Melee Festival,HannesRadke,comedy,9.41,157254.0,54331.0,991118.0,"In just a few days, the Eldritch Meleé Festival at Cambia High School will begin. Fighters of the Four Houses will test their skill in the martial and metaphysical arts. Leyla and her BFF Tama want to spend the day like normal school girls for a change, but Leyla finds two suspicious love letters in her locker..."
My Universe,"gongyi, moonkyoung kim",romance,9.25,1152446.0,304973.0,9216404.0,"As a socially awkward college student, Hayeon lives a pretty boring life -- except she can communicate with outer space. One day, she meets Ujun, an alien who is curious about human nature. When she rejects his request to “borrow” her body, he takes over the body of her crush! As Hayeon helps Ujun adjust to human life, their friendship blossoms into something more. However, their love story faces many obstacles, including an alien plotting to invade Earth. What will be the fate of these star-crossed lovers?"
My Very Own Tower Strategy Guide,"Sado.(REDICE STUDIO), X-NAME, goodluck",fantasy,9.07,425276.0,151479.0,5024676.0,"15 days until the apocalypse happens. That's what Hoyeong Lee, a 29-year-old office worker, learns when he takes the mysterious medicine he got for saving a goblin from a bear trap. As it turns out, it allows him to level up more easily and provides him with a strategy guide! Everyone in the world is forced into groups to conquer the mysterious Apocalypse Tower, and Hoyeong has to find a way to work with his teammates so that everyone makes it to the top alive. Will his ability give him an advantage, or will it end up spelling out his doom?"
My Villainous Family Won't Let Me Be,"Lee huin, Mitchu, hatti",fantasy,9.28,1515878.0,415918.0,17134242.0,"A distant echo from a life long-forgotten; shattered shards of an ominous future. When her late mother’s heirloom pendant is broken, Elodie Perdia regains the memories of Ga-eul Yun, a girl from our world who realizes she’s landed in the body of a villainess from a fantasy novel. In the story, Elodie serves as the dark foil to the virtuous heroine and is destined for an early grave – a dark fate that can perhaps be avoided with Ga-eul’s knowledge of future events!"
My Virtual God is a Teenage Girl,"Park Jang Go, Yi Woo",fantasy,9.21,275466.0,93940.0,2752148.0,"From good looks, brains, hot body, wealth, and a gorgeous family. It seemed like Jumin’s life was god perfect. Until he realized that his world was merely a simulation controlled by… well, a teenage girl! With just a click of her mouse, Jumin loses everything and returns to high school! Will he break free from the program and reclaim what he lost?"
My Younger Brother's Friend,"NIMNI, Nimni",romance,9.30,2582148.0,480399.0,23801210.0,"Ga-eun is a junior in college who lives with her younger brother, a senior in high school. Ever since their parents' death, she has tried to stay strong and confident amidst juggling school and raising her brother. And after getting dumped by her boyfriend, dating is the last thing on her mind... until she gets involved with three of her brother's friends. Which one will she choose? The cheeky, handsome childhood friend Dowan? The calm, collected, and responsible class president Sangu? Or the quiet and intimidating but kind-hearted Jun?"
"Myst, Might, Mayhem","HANJUNG WOLYA, Kim Tae Hyung, Madbird",historical,9.68,245390.0,106756.0,2832000.0,"All Jeong wants is a second chance -- for revenge! His grandfather’s gruesome death has transformed him into the bloodthirsty and ruthless Scythe Demon. He will stop at nothing until he has killed the man responsible. Yet rage and determination alone are not enough. He must train in martial arts if he ever wants to stand a chance against such a formidable foe. Will he succeed in his revenge on the murderer of his grandfather?
"
Mystic Prince,aheuredal,drama,9.79,1534488.0,291430.0,12138666.0,"An immortal emperor rules the Kingdom of Yeol, a divine country blessed by gods with awesome powers. After a thousand years of peaceful rule, the time has come for a new emperor to be chosen.  This is determined by a series of trials, in which twenty princes with special powers who have trained since birth must compete. As all princes of varying personalities and agendas gather to partake in the trials, intrigue and possibly even bloodshed seem all but certain. Meanwhile, unbeknownst to the other princes, the Fourth Prince Jeok-yeon Ryu hides a secret he must guard with his life."
Mystical,VAN.J,supernatural,9.83,3806966.0,733158.0,31689818.0,"Garam has always loved to draw, but his dreams of being an artist have been on hold ever since his mother passed away. Wanting to become more independent and focus on his art, he moves into his grandmother's empty house by the ocean. There, he meets his greatest muse: a mystical water creature with no memories of her past. Now it's up to Garam to help her uncover what she has forgotten."
Mythic Item Obtained,"Hess, Jung seonyul",fantasy,9.57,3539646.0,663665.0,53879757.0,"In a world where technology and magic are almost indistinguishable from one another, monsters and creatures of myth and legend reign terror upon mankind. 
In humanity’s darkest moment, individuals with special god-like powers emerge to save the day. They are — the Awakened. 
Meet Jaehyeon, a feeble Awakened human Raider, who struggles to make ends meet until one day a series of confounding events allow him to claim a powerful item that will change the course of history forever…
"
Mythical Errand,GGOLI,fantasy,8.64,605120.0,137304.0,5735163.0,"When college student Hera Kang agrees to carry out her professor’s errand, she has no idea that her professor is actually a centuries-old deity. And the errand in question? Hera must choose between a shapeshifting fox and snake, deciding which one of them will receive the amulet in her possession to become a god."
Nano List,"MIN SONGA, Songah Min","sci-fi, sf",9.80,3556622.0,619373.0,57944810.0,"Milo lives in a world where interacting with androids is completely normal. And now, he lives with TWO androids built by his sister. How safe is he living with androids who have deadly strength? Why did his sister gift him a ""bodyguard android?"" Well, he's about to find out the hard way."
Nano Machine,"GGBG, Great H, HANJUNG WOLYA",action,9.41,2252625.0,279633.0,21407972.0,"Nanotechnology meets martial arts at the Mashin Academy. Yeo-un’s mother may not be one of the High Priest’s six official wives, but his father’s blood still qualifies him for a chance at the position of Minor Priest. Will a mysterious nanomachine injection from a future descendent help Yeo-un in this fierce competition against his powerful half-siblings?"
National Dog Day 2016,Various Artists,"slice of life, slice_of_life",9.54,192112.0,38550.0,2946143.0,Your beloved creators came together for LINE Webtoon's first anthology series to celebrate National Dog Day. Let's get this puppy party started!
Nebula's Civilization,"Beomgwin, Wirae",fantasy,9.78,307663.0,97605.0,3129631.0,"Seong-un Choi is the top-ranked player in the game “Lost World,” being the only player to have completed all its achievements. However, his triumph is short-lived as a mysterious message transports him to the real “Lost World,” transforming him from a mere gamer to a contender for godhood. Amidst others vying for divinity, will Seong-un be able to achieve true godhood and reign supreme in this new realm?"
Neolithic Girl,"GARAM HAN, JAEAH",fantasy,9.33,1156052.0,294153.0,8947433.0,"What would you do if you could live forever? Suki Kang has lived for over 10,000 years, yet always seems to make the same mistake -- she wants to save others from certain death. This time, she chooses to help veterinarian Jaeshin Lee with his terminal cancer prognosis. But the great clans of Baekje are dead set on finding out the secret to her immortality and healing powers. Will she be able to save her beloved doctor, or will the clans get to her first?"
Neon Revenge,"Gisong, MURO, NemGa",action,9.66,2138847.0,416511.0,17938616.0,"No one would have ever guessed that nerdy-looking Seongbin Cha is actually Neon Mask, the internet hero popular for punishing violent, bullying teens on ViewTube. He won't rest until he eradicates every last delinquent in the country. Can he stomp them all out with the help of his bodyguards, or will they come back stronger than ever?"
Never-Ending Darling,Woollee,thriller,9.62,1206728.0,185344.0,8371953.0,"Ha-im Yun lives in a world where people register their DNA into cloning databases, a world where human suffering has basically been eradicated. The brilliant mind behind this cloning technology is none other than Ha-im’s boyfriend of five years, Geunhu Ji. Their relationship isn’t perfect, but they make it work -- or so Ha-im thinks, until she finds a dead body at her boyfriend’s house… and the dead body is hers. The next day, she wakes up with no recollection of the previous day until she finds a note from herself in her room…
“Ha-im, if you’re reading this, you’re a clone.”"
Nevermore,"Kate Flynn, Kit Trace",supernatural,9.79,6731129.0,828805.0,56342223.0,"There is nothing definitive about life after death, except the involuntary enrollment at the mysterious Nevermore Academy. Now Lenore and Annabel Lee must begin their curriculum to recover the memories of their tragic demise. Between the Dean's macabre demeanor and the tell-tale dangers of Final Exams, both girls must learn to rely on one another and their newly acquired ghost forms, or Spectres, to not only graduate from the academy… but to earn a second chance at life."
Nevertheless,Jeongseo,romance,9.32,1254641.0,575700.0,16560752.0,"What happens when a girl who wants to date but doesn't believe in love meets a guy who likes to flirt but thinks relationships are a drag? That's how it is for Nabi and Jae-eon, two art students who meet in college and develop a strong connection -- inspired by butterflies. As they get to know each other and their relationship progresses, they'll face the early stages of attraction and the ups and downs of dating. This story will make you long to be in a relationship -- even when you know it won't be easy."
New Life Project,Cherng,comedy,8.39,83470.0,18349.0,1883339.0,"Have a laugh at the lifestyles and worries of everyday people, sentient flowers, and belly-dancing office workers."
New Magical Me,"Chuuney, Greenie_Olivelie, Prinnstar",fantasy,9.00,219938.0,81337.0,1443784.0,"Erika is the city's strongest Magical Girl and leader of the dazzling Star Chroma group! But when she sacrifices herself to defeat the terrifying Spore Queen Miasma, it's up to her best friend Winnie to pick up the pieces. Or in this case, fall to pieces. 8 years later and Star Chroma is no more and Winnie is stuck in a dead end office job. But when the Spore Queen unexpectedly returns, Winnie will have to find a way to manage on her own. At least until an old friend reappears as well..."
New Normal: Class 8,Youngpaka,drama,9.52,2918591.0,236390.0,41979267.0,"The students of Class 8 may not look like your average students, but that doesn't make their lives any less interesting. Follow Dongwon and his classmates as they have fun at school and redefine what it means to be normal."
Newman,Josh Ulrich,fantasy,9.73,2938122.0,202888.0,47589602.0,"This isn't your average workplace relationship. It's not every day you fall for a girl who accidentally turns you into her love slave, but that's not half as scary as meeting her mother. Oh, and did we mention the monsters? There's lots of those."
