Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Shadow Bride,romance,"Sae In Lee, Soo Bean Lim",25081334.0,2381328,518101,9.63,2021.0,Thursday,"Yunjo is a young prince who has always served his kingdom from behind the scenes. He's spent his whole life in the shadow of his brother, the crown prince Yigang, fighting enemies and winning wars in his name. All that changes when one day, he meets Seolyun, a mysterious and charming woman who captivates him instantly. What happens when a man emerges from the shadows to follow his heart? Can he overcome all of the obstacles in his way to step into the light and be with the one he loves?"
Shadow Pirates,fantasy,"Leonel Castellani, Sean Galloway, â€‹ Ian Hopps, ​ Ian Hopps",679306.0,54998,51434,9.18,2018.0,Wednesday,"The Shadow Pirates are the new sheriff in town. Beware all evildoers. This ragtag group of heroes will do whatever it takes to protect their majestic, underwater city and the inhabitants of Old San Diego. You haven't seen justice served until you see the Shadow Pirates lay down the law."
Shard,supernatural,echorise,13290954.0,968189,207309,9.32,2017.0,Friday,"When a witch is told she needs a virgin to complete a spell she sets out in search of the ideal candidate, but what happens when the victim - a geologist with all the makings of the perfect sacrifice - isn't quite as innocent as she thought?"
She Bites!,slice of life,"MandaRat, NoChanJoo",1591816.0,265683,65842,9.64,2021.0,Thursday,"Hanna, a 28-year-old college student, is getting her second undergraduate degree to become a lawyer. However, she soon realizes that she was supposed to go to a law school instead of getting a second undergraduate degree. Out of money and out of place, she joins a start-up business club to make money. Working with four other slightly weird teammates, they are starting a pet clothing business together. This feels a little funky, but everything will be fine... right?"
She Would Never Know,romance,"Cafelatte, Elize, JINHA",15349571.0,1722652,468632,9.08,2021.0,Thursday,"Gentle in demeanor yet fiercely independent and competent, Songa is a top assistant brand manager at Klar Cosmetics who gets things done with a smile. Thriving in life, she is suddenly caught off guard by her charming junior colleague's enigmatic warning, ""Don't put on that lipstick."" Then an unexpected revelation changes everything."
She's Hopeless,drama,Seokwoo,59601077.0,6030791,1063451,9.6,2021.0,Saturday,"Though she comes from a rich family, Gabin is a bullied loner at school. That doesn't mean she puts up with bullying from other students, though -- Gabin is infamous for her fierce personality. Worried about Gabin's well-being, her family secretly offers Tae-ung $500,000 to transfer schools and act as her bodyguard. Will Tae-ung be able to protect her from the school bullies, all while keeping his identity hidden from Gabin and the other students?"
Shiloh,thriller,"Bryan Arfiandy, Kate Flynn, Kit Trace, Nikki Dibya Wardhana",16524732.0,2291230,422568,9.65,2019.0,Saturday,"The Marked Man has struck again, and rookie officer Callahan and her partner are the first on the scene of his latest grisly murder. The investigation quickly takes them into the dangerous depths of Shiloh, where more than just their suspect might be hiding in wait."
Shingi: The Spirit's Playbook,action,"BBing, Min A",1348638.0,140443,76371,8.75,,Sunday,"Junbeom runs into Jina, an exorcist who captures mystical monsters called “Shingis.” She gives Jumbeom a bell to protect him, which unexpectedly turns Junbeom into a shingi! Desperate to return to his regular human self, the two look for the man that sold Jina the bell, but he has disappeared. They follow a lead and locate the billionaire who owned the bell before a burglar stole it from him. However, Junbeom and Jina must first catch the burglar before he’s willing to help. Will they ever succeed in returning Junbeom to his former self?"
ShootAround,drama,suspu,27817769.0,1950259,176514,9.68,2015.0,Saturday,"When a zombie apocalypse hits during the practice of a high school basketball team, it's a whole new life for the coach, Jeff. The world's turned upside down and the girls seem to be handling the changes way better than Jeff, who has troubles adjusting. A close-knit group of friends, the girls are eager to tackle this new world with its challenges!"
Shotgun Boy,thriller,"Carnby Kim, Hongpil",45140859.0,4613201,1000685,9.81,2021.0,Thursday,"While running for his life in the woods, bullying victim Gyuhwan stumbles upon a shotgun and just enough shells for his classmates. It's a recipe for disaster. But fate takes an unexpected turn when he returns to find his classmates under attack by brain-eating creatures. Now, the only thing that stands in the way of their ravenous feast is a boy with a shotgun."
Shriek,thriller,Various Artists,29030783.0,456955,384796,9.75,2016.0,"Thursday, Friday","Prepare to swallow your screams. This horror anthology is loaded with special effects for maximum scare,just in time for Halloween."
Si Bel Homme List,romance,LICO,2855781.0,368769,91248,9.15,,Friday,"Ideum’s world turns upside down when her boyfriend of five years gets engaged to another woman, and even has the audacity to send her a wedding invitation! Shocked and humiliated, Ideum vows to get her revenge by showing up to the wedding with a hot new man on her arm. As a matchmaker at a marriage agency, she already knows many eligible bachelors, and can’t help but gush over her new client’s profile. Tall, handsome, and rich, Dr. Dohun Yang is just the man she’s looking for. But little does Ideum know that she’s in for a surprise… in more ways than one."
Silent Screams,thriller,Glamist,9490758.0,952889,211345,9.23,,Friday,"Trapped in his own home, Theo is desperate to escape. All he wanted was a simple life with his mother, but his overbearing step-father took that away. Now the clock is ticking... can Theo outsmart his captor before it's too late?"
Silvyre,action,"Bucket Hat Artist, Yaruno",203489.0,22959,19374,8.23,,Thursday,"In a world overrun by vampyres, one city stands strong as a bastion of hope. Led by two strong Commanders and reliable Captains, the city manages to hold off the vampyric hordes. Lumir, son of the two Commanders, is the hope of the city and guarantees the safety of the generation for decades to come, but a brutal tragedy approaches as an unknown force sets its eyes on the city."
Simon Sues,supernatural,Myung Hee,5478399.0,643503,156817,9.13,2019.0,Thursday,"â€‹Simon was a shining star in law school, but instead of joining a traditional practice with mortal stakes, he's about to be thrown into a world of unspeakable courtroom evil. Now, all that stands between peace on Earth and the fall of mankind is Simon's unique law practice , where demons stand trial and this hungry young attorney sends them back to hell."
Singles’ Royale,romance,"JINJA, JeongSaeng",361681.0,35475,60366,9.33,,Wednesday,"Find love and…500 million won?!
Three women are about to take on a special challenge to escape their “forever alone” status.
The “airhead” Jurim, the “trash collector” Seona, and the “devout Christian” Chaeyul are ready to compete for both money and love for the first time ever.
Who will take it all?"
Siren's Lament,romance,instantmiso,448248218.0,24139391,3169229,9.75,2016.0,Saturday,"Content with her ordinary life, Lyra is somewhat of a wallflower. However, her comfortable lifestyle suddenly goes astray when she accidentally plunges into the world of sirens. Entangled in a curse, Lyra will learn that her world may be a lot bigger than she had ever imagined."
Sisters at War,drama,Maenggi Ki,13304230.0,1570446,269958,9.39,,Thursday,"What if your worst enemy turned out to be your sister? Dark loner Haera and golden child Li-on have always been arch rivals, competing to be the best in their arts high school. Of course, Li-on always seems to win, with the support and privilege provided by her wildly wealthy, world-famous sculptor mother. Then again, Li-on has dark secrets of her own, and there’s just something about Haera -- her authenticity and vision. Will Haera and Li-on ever make peace? After all, there can only be one when it comes to the real deal.   "
Sithrah,fantasy,Jason Brubaker,3274132.0,292483,52764,9.48,2015.0,Monday,"Nirvana Page wanted to see the world. Traveling by private seaplane with her father on their annual vacation, together they explore exotic places and discover remarkable wildlife, and even if it's only for a few days, she gets everything a seven-year-old girl could hope for. That is, until a mysterious force crashes their plane, separating Nirvana from her dad, and stranding her in a strange and unfamiliar land. It's there she encounters SITHRAHâ€”a mysterious being who could hold the key to finding her fatherâ€”and begins a grand and perilous adventure that will bring her to the end of the world and beyond!"
